id,ms_id,MSID,style,crop,crop_group,germplasm,organisation,short_name,long_name,description,subregion,countries,total_target_area,material_type,consumer_product_types,agroecological_zone,production_system,maturity,colors,time_horizon,status,is_tpp,is_pipeline,shareable_link
639,1288,MS01288,dt-active,Banana,"Roots, tubers and bananas (RTBs)",Dessert,IITA,Banana Dessert CAF MS01288,Banana - Dessert | Non-Hybrid | CAF | Food; Fresh Market | NA | Mid Altitude; Highlands | Rainfed | NA,,Central Africa,Democratic Republic of Congo(212400),212400,Non-Hybrid,Food; Fresh Market,Highlands; Mid Altitude,Rainfed,NA,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Banana+Dessert+CAF+MS01288
411,828,MS00828,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato LAC MS00828,Potato | Non-Hybrid | LAC | Food; Table | Red skin | Lowlands | Rainfed; Irrigated | Early,,Latin America and the Caribbean,Bolivia(24716); Chile(19755); Colombia(16358); Ecuador(115); Peru(3531); Venezuela(3239),67714,Non-Hybrid,Food; Table,Lowlands,Irrigated; Rainfed,Early,Red skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+LAC+MS00828
412,829,MS00829,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato LAC MS00829,Potato | Non-Hybrid | LAC | Food; Table | Red skin | Andean Highlands | Rainfed | Mid,,Latin America and the Caribbean,Argentina(3490); Belize(2); Bolivia(35814); Brazil(1890); Colombia(23702); Costa Rica(50); Cuba(63); Dominican Republic(53); Ecuador(6358); El Salvador(4); Guatemala(350); Haiti(45); Honduras(29); Jamaica(17); Mexico(1007); Nicaragua(47); Panama(16); Paraguay(7); Peru(90567); Uruguay(53); Venezuela(4693),168257,Non-Hybrid,Food; Table,Andean Highlands,Rainfed,Mid,Red skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+LAC+MS00829
413,830,MS00830,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato LAC MS00830,Potato | Non-Hybrid | LAC | Food; Table | Cream skin | Andean Highlands | Rainfed | Mid,,Latin America and the Caribbean,Argentina(48848); Belize(8); Bolivia(54636); Brazil(7753); Colombia(36159); Costa Rica(204); Cuba(259); Dominican Republic(218); Ecuador(3131); El Salvador(16); Guatemala(1435); Haiti(184); Honduras(123); Jamaica(70); Mexico(4126); Nicaragua(191); Panama(68); Paraguay(33); Peru(97604); Uruguay(219); Venezuela(7160),262445,Non-Hybrid,Food; Table,Andean Highlands,Rainfed,Mid,Cream skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+LAC+MS00830
414,831,MS00831,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato LAC MS00831,Potato | Non-Hybrid | LAC | Food; Table | Cream skin | Lowlands | Rainfed; Irrigated | Early,,Latin America and the Caribbean,Belize(35); Bolivia(5847); Brazil(33691); Chile(3591); Colombia(3870); Costa Rica(889); Cuba(1125); Dominican Republic(946); Ecuador(344); El Salvador(69); Guatemala(6237); Haiti(801); Honduras(532); Jamaica(303); Mexico(17932); Nicaragua(830); Panama(293); Paraguay(143); Peru(2806); Uruguay(951); Venezuela(766),82001,Non-Hybrid,Food; Table,Lowlands,Irrigated; Rainfed,Early,Cream skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+LAC+MS00831
415,832,MS00832,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato LAC MS00832,Potato | Non-Hybrid | LAC | Food; Processing; Chips | NA | Lowlands | Rainfed; Irrigated | Early,,Latin America and the Caribbean,Belize(35); Bolivia(15943); Brazil(33691); Chile(12571); Colombia(10552); Costa Rica(889); Cuba(1125); Dominican Republic(946); Ecuador(115); El Salvador(69); Guatemala(6237); Haiti(801); Honduras(532); Jamaica(303); Mexico(17932); Nicaragua(830); Panama(293); Paraguay(143); Peru(2806); Uruguay(951); Venezuela(2089),108853,Non-Hybrid,Chips; Food; Processing,Lowlands,Irrigated; Rainfed,Early,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+LAC+MS00832
416,833,MS00833,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato LAC MS00833,Potato | Non-Hybrid | LAC | Food; Processing; Crisps | NA | Lowlands | Irrigated; Rainfed | Early,,Latin America and the Caribbean,Belize(35); Bolivia(2335); Brazil(33691); Colombia(1545); Costa Rica(889); Cuba(1125); Dominican Republic(946); Ecuador(573); El Salvador(69); Guatemala(6237); Haiti(801); Honduras(532); Jamaica(303); Mexico(17932); Nicaragua(830); Panama(293); Paraguay(143); Peru(3388); Uruguay(951); Venezuela(306),72924,Non-Hybrid,Crisps; Food; Processing,Lowlands,Irrigated; Rainfed,Early,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+LAC+MS00833
423,840,MS00840,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato NAF MS00840,Potato | Non-Hybrid | NAF | Food; Table | Cream skin | Temperate; Lowlands | Irrigated | Early,,North Africa,Algeria(53187); Egypt(58462); Libya(6354); Morocco(26035); Tunisia(8970),153008,Non-Hybrid,Food; Table,Lowlands; Temperate,Irrigated,Early,Cream skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+NAF+MS00840
424,841,MS00841,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato NAF MS00841,Potato | Non-Hybrid | NAF | Food; Table | Yellow skin | Temperate; Lowlands | Irrigated | Early,,North Africa,Algeria(91178); Egypt(49800); Libya(7601); Morocco(26035); Tunisia(10730),185344,Non-Hybrid,Food; Table,Lowlands; Temperate,Irrigated,Early,Yellow skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+NAF+MS00841
425,842,MS00842,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato NAF MS00842,Potato | Non-Hybrid | NAF | Food; Processing; Chips | NA | Temperate; Lowlands | Irrigated | Early,,North Africa,Algeria(3040); Egypt(75783); Libya(2553); Morocco(3471); Tunisia(3605),88452,Non-Hybrid,Chips; Food; Processing,Lowlands; Temperate,Irrigated,Early,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+NAF+MS00842
426,843,MS00843,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato NAF MS00843,Potato | Non-Hybrid | NAF | Food; Processing; Crisps | NA | Temperate; Lowlands | Irrigated | Early,,North Africa,Algeria(4559); Egypt(32478); Libya(1306); Morocco(2315); Tunisia(1844),42502,Non-Hybrid,Crisps; Food; Processing,Lowlands; Temperate,Irrigated,Early,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+NAF+MS00843
390,807,MS00807,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SA MS00807,Potato | Non-Hybrid | SA | Food; Table | Yellow skin | Subtropical; Tropical Lowlands | Irrigated | Early,,South Asia,Bangladesh(204562); Bhutan(1367); India(1192790); Nepal(30196); Pakistan(75816); Sri Lanka(1451),1506182,Non-Hybrid,Food; Table,Subtropical; Tropical Lowlands,Irrigated,Early,Yellow skin,Current,Active,Potato SA CIP TPP00114 ;Potato SA CIP TPP00842,Potato CIP BP00123  ;Potato CIP BP00249,https://glomip.cgiar.org/market-segments/profile/Potato+SA+MS00807
391,808,MS00808,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SA MS00808,Potato | Non-Hybrid | SA | Food; Table | Yellow skin | Subtropical; Tropical highlands | Irrigated | Mid,,South Asia,Bangladesh(1917); Bhutan(167); India(30233); Nepal(23913); Pakistan(9258); Sri Lanka(177),65665,Non-Hybrid,Food; Table,Subtropical; Tropical highlands,Irrigated,Mid,Yellow skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SA+MS00808
392,809,MS00809,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SA MS00809,Potato | Non-Hybrid | SA | Food; Table | Red skin | Subtropical; Tropical highlands | Irrigated | Mid,,South Asia,Bangladesh(1730); Bhutan(155); India(15231); Nepal(23533); Pakistan(8635); Sri Lanka(166),49450,Non-Hybrid,Food; Table,Subtropical; Tropical highlands,Irrigated,Mid,Red skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SA+MS00809
393,810,MS00810,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SA MS00810,Potato | Non-Hybrid | SA | Food; Table | Red skin | Subtropical; Tropical Lowlands | Irrigated | Early,,South Asia,Bangladesh(107536); Bhutan(565); India(108373); Nepal(38688); Pakistan(31330); Sri Lanka(600),287092,Non-Hybrid,Food; Table,Subtropical; Tropical Lowlands,Irrigated,Early,Red skin,Current,Active,Potato SA CIP TPP00573,Potato CIP BP00123,https://glomip.cgiar.org/market-segments/profile/Potato+SA+MS00810
394,811,MS00811,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SA MS00811,Potato | Non-Hybrid | SA | Food; Processing; Chips | NA | Subtropical; Tropical Lowlands | Irrigated | Early,,South Asia,Bangladesh(28022); Bhutan(210); India(146580); Nepal(9436); Pakistan(11644); Sri Lanka(223),196115,Non-Hybrid,Chips; Food; Processing,Subtropical; Tropical Lowlands,Irrigated,Early,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SA+MS00811
395,812,MS00812,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SA MS00812,Potato | Non-Hybrid | SA | Food; Processing; Crisps | NA | Subtropical; Tropical Lowlands | Irrigated | Early,,South Asia,Bangladesh(20316); Bhutan(210); India(151443); Nepal(12267); Pakistan(11679); Sri Lanka(223),196138,Non-Hybrid,Crisps; Food; Processing,Subtropical; Tropical Lowlands,Irrigated,Early,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SA+MS00812
396,813,MS00813,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SA MS00813,"Potato | Non-Hybrid | SA | Food; Table | Red skin | Subtropical; Drought, heat and salinity prone environment; Lowlands | Irrigated | Early",,South Asia,Bangladesh(28723); Bhutan(220); India(79890); Nepal(16985); Pakistan(12198); Sri Lanka(233),138249,Non-Hybrid,Food; Table,"Drought, heat and salinity prone environment; Lowlands; Subtropical",Irrigated,Early,Red skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SA+MS00813
397,814,MS00814,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SA MS00814,"Potato | Non-Hybrid | SA | Food; Table | Cream skin | Subtropical; Drought, heat and salinity prone environment; Lowlands | Irrigated | Early",,South Asia,Bangladesh(20316); Bhutan(236); India(157001); Nepal(16041); Pakistan(13123); Sri Lanka(251),206968,Non-Hybrid,Food; Table,"Drought, heat and salinity prone environment; Lowlands; Subtropical",Irrigated,Early,Cream skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SA+MS00814
398,815,MS00815,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SA MS00815,"Potato | Non-Hybrid | SA | Food; Processing; Chips | NA | Subtropical; Drought, heat and salinity prone environment; Lowlands | Irrigated | Early",,South Asia,Bangladesh(22067); Bhutan(148); India(83363); Nepal(7549); Pakistan(8207); Sri Lanka(157),121491,Non-Hybrid,Chips; Food; Processing,"Drought, heat and salinity prone environment; Lowlands; Subtropical",Irrigated,Early,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SA+MS00815
399,816,MS00816,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SA MS00816,"Potato | Non-Hybrid | SA | Food; Processing; Crisps | NA | Subtropical; Drought, heat and salinity prone environment; Lowlands | Irrigated | Early",,South Asia,Bangladesh(14011); Bhutan(119); India(68080); Nepal(7549); Pakistan(6612); Sri Lanka(126),96497,Non-Hybrid,Crisps; Food; Processing,"Drought, heat and salinity prone environment; Lowlands; Subtropical",Irrigated,Early,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SA+MS00816
400,817,MS00817,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SA MS00817,"Potato | Non-Hybrid | SA | Food; Table | Yellow skin | Subtropical; Drought, heat and salinity prone environment; Lowlands | Irrigated | Early",,South Asia,Bangladesh(43084); Bhutan(250); India(130602); Nepal(11323); Pakistan(13870); Sri Lanka(265),199394,Non-Hybrid,Food; Table,"Drought, heat and salinity prone environment; Lowlands; Subtropical",Irrigated,Early,Yellow skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SA+MS00817
401,818,MS00818,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SA MS00818,Potato | Non-Hybrid | SA | Food; Processing; Chips | NA | Subtropical; Tropical highlands | Irrigated | Mid,,South Asia,Bangladesh(734); Bhutan(25); India(11451); Nepal(2657); Pakistan(1354); Sri Lanka(26),16247,Non-Hybrid,Chips; Food; Processing,Subtropical; Tropical highlands,Irrigated,Mid,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SA+MS00818
402,819,MS00819,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SA MS00819,Potato | Non-Hybrid | SA | Food; Processing; Crisps | NA | Subtropical; Tropical highlands | Irrigated | Mid,,South Asia,Bangladesh(555); Bhutan(32); India(17636); Nepal(3416); Pakistan(1777); Sri Lanka(34),23450,Non-Hybrid,Crisps; Food; Processing,Subtropical; Tropical highlands,Irrigated,Mid,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SA+MS00819
433,850,MS00850,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SAF MS00850,Potato | Non-Hybrid | SAF | Food; Table | Yellow skin | Mid; Highlands | Irrigated | Mid,,Southern Africa,Angola(2640); Botswana(26); Comoros(2); Eswatini(149); Lesotho(171); Madagascar(2661); Malawi(1009); Mozambique(366); Namibia(45); South Africa(2987); Zambia(74); Zimbabwe(92),10222,Non-Hybrid,Food; Table,Highlands; Mid,Irrigated,Mid,Yellow skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SAF+MS00850
434,852,MS00852,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SAF MS00852,Potato | Non-Hybrid | SAF | Food; Table | Cream skin | Mid; Highlands | Irrigated | Mid,,Southern Africa,Angola(10703); Botswana(107); Comoros(7); Eswatini(604); Lesotho(692); Madagascar(15964); Malawi(471); Mozambique(366); Namibia(180); South Africa(11633); Zambia(299); Zimbabwe(374),41400,Non-Hybrid,Food; Table,Highlands; Mid,Irrigated,Mid,Cream skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SAF+MS00852
435,853,MS00853,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SAF MS00853,Potato | Non-Hybrid | SAF | Food; Processing; Crisps | NA | Mid; Highlands | Irrigated | Mid,,Southern Africa,Angola(2217); Botswana(22); Comoros(1); Eswatini(125); Lesotho(144); Madagascar(2129); Malawi(288); Mozambique(183); Namibia(38); South Africa(3899); Zambia(62); Zimbabwe(78),9186,Non-Hybrid,Crisps; Food; Processing,Highlands; Mid,Irrigated,Mid,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SAF+MS00853
436,854,MS00854,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SAF MS00854,Potato | Non-Hybrid | SAF | Food; Processing; Chips | NA | Mid; Highlands | Irrigated | Mid,,Southern Africa,Angola(3687); Botswana(37); Comoros(2); Eswatini(208); Lesotho(239); Madagascar(3421); Malawi(391); Mozambique(366); Namibia(62); South Africa(6634); Zambia(103); Zimbabwe(128),15278,Non-Hybrid,Chips; Food; Processing,Highlands; Mid,Irrigated,Mid,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SAF+MS00854
437,855,MS00855,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SAF MS00855,Potato | Non-Hybrid | SAF | Food; Processing; Chips | NA | Lowlands | Irrigated | Early,,Southern Africa,Angola(11566); Botswana(116); Comoros(8); Eswatini(653); Lesotho(748); Madagascar(4743); Malawi(10002); Mozambique(3505); Namibia(196); South Africa(11219); Zambia(324); Zimbabwe(403),43483,Non-Hybrid,Chips; Food; Processing,Lowlands,Irrigated,Early,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SAF+MS00855
438,856,MS00856,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SAF MS00856,Potato | Non-Hybrid | SAF | Food; Processing; Crisps | NA | Lowlands | Irrigated | Early,,Southern Africa,Angola(9183); Botswana(92); Comoros(6); Eswatini(519); Lesotho(594); Madagascar(2919); Malawi(6472); Mozambique(3505); Namibia(155); South Africa(10321); Zambia(257); Zimbabwe(320),34343,Non-Hybrid,Crisps; Food; Processing,Lowlands,Irrigated,Early,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SAF+MS00856
439,857,MS00857,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SAF MS00857,Potato | Non-Hybrid | SAF | Food; Table | Cream skin | Lowlands | Irrigated | Early,,Southern Africa,Angola(14607); Botswana(147); Comoros(10); Eswatini(825); Lesotho(945); Madagascar(4743); Malawi(9120); Mozambique(7011); Namibia(247); South Africa(13462); Zambia(409); Zimbabwe(509),52035,Non-Hybrid,Food; Table,Lowlands,Irrigated,Early,Cream skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SAF+MS00857
440,858,MS00858,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SAF MS00858,Potato | Non-Hybrid | SAF | Food; Table | Yellow skin | Lowlands | Irrigated | Early,,Southern Africa,Angola(16703); Botswana(167); Comoros(11); Eswatini(944); Lesotho(1080); Madagascar(2554); Malawi(19808); Mozambique(7011); Namibia(283); South Africa(9872); Zambia(468); Zimbabwe(583),59484,Non-Hybrid,Food; Table,Lowlands,Irrigated,Early,Yellow skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SAF+MS00858
403,820,MS00820,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SEA MS00820,Potato | Non-Hybrid | SEA | Food; Table | Yellow skin | Subtropical; Tropical highlands; Lowlands | Irrigated | Early,,South East Asia,Indonesia(30752); Laos(15); Myanmar(12894); Philippines(6024); Thailand(3534); Timor-Leste(739); Vietnam(11811),65769,Non-Hybrid,Food; Table,Lowlands; Subtropical; Tropical highlands,Irrigated,Early,Yellow skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SEA+MS00820
404,821,MS00821,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SEA MS00821,Potato | Non-Hybrid | SEA | Food; Table | Red skin | Subtropical; Tropical highlands; Lowlands | Irrigated | Early,,South East Asia,Indonesia(6765); Laos(1); Thailand(294); Timor-Leste(61); Vietnam(1813),8934,Non-Hybrid,Food; Table,Lowlands; Subtropical; Tropical highlands,Irrigated,Early,Red skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SEA+MS00821
405,822,MS00822,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SEA MS00822,Potato | Non-Hybrid | SEA | Food; Processing; Chips | NA | Subtropical; Tropical highlands; Lowlands | Irrigated | Early,,South East Asia,Indonesia(20296); Laos(6); Myanmar(14327); Philippines(1063); Thailand(1534); Timor-Leste(320); Vietnam(1706),39252,Non-Hybrid,Chips; Food; Processing,Lowlands; Subtropical; Tropical highlands,Irrigated,Early,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SEA+MS00822
406,823,MS00823,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato SEA MS00823,Potato | Non-Hybrid | SEA | Food; Processing; Crisps | NA | Subtropical; Tropical highlands; Lowlands | Irrigated | Early,,South East Asia,Indonesia(9840); Laos(2); Myanmar(1433); Thailand(514); Timor-Leste(107); Vietnam(2802),14698,Non-Hybrid,Crisps; Food; Processing,Lowlands; Subtropical; Tropical highlands,Irrigated,Early,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+SEA+MS00823
427,844,MS00844,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato WA MS00844,Potato | Non-Hybrid | WA | Food; Table | Red skin | Temperate; Mid; Lowlands | Irrigated | Early,,West Asia,Afghanistan(2144); Cyprus(182); Iran(4432); Iraq(215); Israel(695); Jordan(221); Kuwait(23); Lebanon(2321); Oman(71); Qatar(1); Saudi Arabia(853); Syria(1289); United Arab Emirates(1); Yemen(825),13273,Non-Hybrid,Food; Table,Lowlands; Mid; Temperate,Irrigated,Early,Red skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+WA+MS00844
428,845,MS00845,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato WA MS00845,Potato | Non-Hybrid | WA | Food; Table | Cream skin | Temperate; Mid; Lowlands | Irrigated | Early,,West Asia,Afghanistan(12864); Bahrain(1); Cyprus(1094); Iran(26592); Iraq(1286); Israel(4171); Jordan(1327); Kuwait(137); Lebanon(11606); Oman(148); Palestine(525); Qatar(4); Saudi Arabia(5119); Syria(7430); Turkey(14558); United Arab Emirates(7); Yemen(4952),91821,Non-Hybrid,Food; Table,Lowlands; Mid; Temperate,Irrigated,Early,Cream skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+WA+MS00845
429,846,MS00846,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato WA MS00846,Potato | Non-Hybrid | WA | Food; Table | Yellow skin | Temperate; Mid; Lowlands | Irrigated | Early,,West Asia,Afghanistan(27871); Bahrain(1); Cyprus(2370); Iran(57614); Iraq(2787); Israel(9036); Jordan(2875); Kuwait(296); Lebanon(9285); Oman(320); Palestine(1138); Qatar(8); Saudi Arabia(11093); Syria(16098); Turkey(131023); United Arab Emirates(15); Yemen(10670),282500,Non-Hybrid,Food; Table,Lowlands; Mid; Temperate,Irrigated,Early,Yellow skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+WA+MS00846
420,837,MS00837,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato WAF MS00837,Potato | Non-Hybrid | WAF | Food; Table | Yellow skin | Lowlands; Mid Altitude | Rainfed | Early,,West Africa,Benin(4); Burkina Faso(2425); Guinea(5060); Ivory Coast(7); Mali(3632); Mauritania(126); Niger(2496); Nigeria(110585); Senegal(1441),125776,Non-Hybrid,Food; Table,Lowlands; Mid Altitude,Rainfed,Early,Yellow skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+WAF+MS00837
421,838,MS00838,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato WAF MS00838,Potato | Non-Hybrid | WAF | Food; Table | Cream skin | Lowlands; Mid Altitude | Rainfed | Early,,West Africa,Benin(6); Burkina Faso(3513); Guinea(7330); Ivory Coast(10); Mali(5261); Mauritania(183); Niger(3615); Nigeria(160219); Senegal(2088),182225,Non-Hybrid,Food; Table,Lowlands; Mid Altitude,Rainfed,Early,Cream skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+WAF+MS00838
422,839,MS00839,,Potato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Potato WAF MS00839,Potato | Non-Hybrid | WAF | Food; Table | Red skin | Lowlands; Mid Altitude | Rainfed | Early,,West Africa,Benin(3); Burkina Faso(1393); Guinea(2906); Ivory Coast(4); Mali(2086); Mauritania(73); Niger(1434); Nigeria(63522); Senegal(828),72249,Non-Hybrid,Food; Table,Lowlands; Mid Altitude,Rainfed,Early,Red skin,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Potato+WAF+MS00839
504,945,MS00945,,Rice,Cereals,Basmati,1CG,Rice Basmati EAF MS00945,Rice - Basmati | Non-Hybrid | EAF | Food; Long Soft | White | Lowlands | Transplanted; Irrigated | Mid,,East Africa,Kenya(37778),37778,Non-Hybrid,Food; Long Soft,Lowlands,Irrigated; Transplanted,Mid,White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Rice+Basmati+EAF+MS00945
502,943,MS00943,,Rice,Cereals,Basmati,IRRI,Rice Basmati SA MS00943,Rice - Basmati | Non-Hybrid | SA | Food; Long Soft | White | Lowlands | Transplanted; Irrigated | Late,,South Asia,India(2427424); Pakistan(3136132),5563556,Non-Hybrid,Food; Long Soft,Lowlands,Irrigated; Transplanted,Late,White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Rice+Basmati+SA+MS00943
503,944,MS00944,,Rice,Cereals,Basmati,IRRI,Rice Basmati SA MS00944,Rice - Basmati | Non-Hybrid | SA | Food; Long Soft | White | Lowlands | Transplanted; Rainfed | Late,,South Asia,Pakistan(146717),146717,Non-Hybrid,Food; Long Soft,Lowlands,Rainfed; Transplanted,Late,White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Rice+Basmati+SA+MS00944
501,942,MS00942,,Rice,Cereals,Basmati,1CG,Rice Basmati SAF MS00942,Rice - Basmati | Non-Hybrid | SAF | Food; Long Soft | White | Lowlands | Direct Seeded; Rainfed | Mid,,Southern Africa,Zambia(18803),18803,Non-Hybrid,Food; Long Soft,Lowlands,Direct Seeded; Rainfed,Mid,White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Rice+Basmati+SAF+MS00942
505,946,MS00946,,Rice,Cereals,Basmati,1CG,Rice Basmati SAF MS00946,Rice - Basmati | Non-Hybrid | SAF | Food; Long Soft | White | Lowlands | Transplanted; Irrigated | Mid,,Southern Africa,Zambia(10737),10737,Non-Hybrid,Food; Long Soft,Lowlands,Irrigated; Transplanted,Mid,White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Rice+Basmati+SAF+MS00946
260,621,MS00621,,Rice,Cereals,Indica,IRRI,Rice Indica CA MS00621,Rice - Indica | Non-Hybrid | CA | Food; Long Soft | White | Lowlands | Direct Seeded; Irrigated | Early,,Central Asia,Kazakhstan(100008); Kyrgyzstan(11787); Tajikistan(13620); Turkmenistan(19571); Uzbekistan(42250),187236,Non-Hybrid,Food; Long Soft,Lowlands,Direct Seeded; Irrigated,Early,White,Current,Active,Rice Indica CA IRRI TPP00253,Rice Indica IRRI BP00103,https://glomip.cgiar.org/market-segments/profile/Rice+Indica+CA+MS00621
45,144,MS00144,,Rice,Cereals,Indica,AfricaRice,Rice Indica CAF MS00144,Rice - Indica | Non-Hybrid | CAF | Food; Long Firm | White | Lowlands | Transplanted; Irrigated | Early,,Central Africa,Cameroon(31311); Chad(57892); Democratic Republic of Congo(330714); Gabon(31),419948,Non-Hybrid,Food; Long Firm,Lowlands,Irrigated; Transplanted,Early,White,Current,Active,Rice Indica CAF AfricaRice TPP00276,Rice AfricaRice BP00108,https://glomip.cgiar.org/market-segments/profile/Rice+Indica+CAF+MS00144
